,suite_id,sample_id,code,value,character
10360,41,1,5,4,四
4870,88,1,14,14,万
9051,13,10,4,3,三
5881,89,10,15,15,亿
12991,99,10,7,6,六
7200,27,1,2,1,一
819,82,9,10,9,九
11215,28,5,6,5,五
750,77,1,10,9,九
9842,85,2,4,3,三
3342,4,2,13,13,千
1925,92,5,11,10,十
8647,67,7,3,2,二
52,13,2,10,9,九
12853,86,3,7,6,六
5902,90,2,15,15,亿
13344,4,4,8,7,七
4116,19,6,14,14,万
14327,38,7,9,8,八
6559,59,9,1,0,零
5309,36,9,15,15,亿
10256,31,6,5,4,四
5182,25,2,15,15,亿
5442,49,2,15,15,亿
9409,45,9,4,3,三
2312,37,2,12,12,百
14258,31,8,9,8,八
14388,43,8,9,8,八
55,13,5,10,9,九
7777,79,7,2,1,一
3077,15,7,13,13,千
2341,4,10,12,12,百
2366,41,6,12,12,百
7879,88,9,2,1,一
3707,72,7,13,13,千
10819,82,9,5,4,四
6773,79,3,1,0,零
3015,10,5,13,13,千
2096,17,6,12,12,百
12079,15,9,7,6,六
9948,94,8,4,3,三
14532,57,2,9,8,八
7992,99,2,2,1,一
9927,92,7,4,3,三
10001,1,10,5,4,四
3934,93,4,13,13,千
10463,50,3,5,4,四
14709,72,9,9,8,八
8777,79,7,3,2,二
11802,81,2,6,5,五
6234,3,4,1,0,零
8552,59,2,3,2,二
7379,42,9,2,1,一
603,63,3,10,9,九
5823,83,3,15,15,亿
9373,42,3,4,3,三
4980,98,1,14,14,万
4868,87,8,14,14,万
9791,80,10,4,3,三
3012,10,2,13,13,千
4564,6,4,14,14,万
3659,68,9,13,13,千
9339,39,9,4,3,三
1686,70,6,11,10,十
6430,48,1,1,0,零
9414,46,4,4,3,三
7208,27,8,2,1,一
9906,90,6,4,3,三
14371,42,10,9,8,八
8025,100,5,3,2,二
1782,8,2,11,10,十
3530,57,1,13,13,千
11531,57,10,6,5,五
11814,82,4,6,5,五
3278,33,8,13,13,千
10337,39,7,5,4,四
5195,26,5,15,15,亿
12957,95,7,7,6,六
14472,51,2,9,8,八
795,80,5,10,9,九
12007,1,7,7,6,六
12558,59,8,7,6,六
250,31,1,10,9,九
6429,47,9,1,0,零
14819,82,9,9,8,八
12839,84,9,7,6,六
13889,89,9,8,7,七
14952,95,2,9,8,八
8507,54,7,3,2,二
1604,63,4,11,10,十
11450,5,1,6,5,五
926,92,6,10,9,九
10373,42,3,5,4,四
7671,7,10,2,1,一
13805,81,5,8,7,七
7393,44,3,2,1,一
13628,65,8,8,7,七
4698,71,8,14,14,万
14095,17,5,9,8,八
5199,26,9,15,15,亿
7543,58,3,2,1,一
6347,4,7,1,0,零
9784,8,4,4,3,三
14750,77,1,9,8,八
14719,73,9,9,8,八
4253,31,3,14,14,万
10197,26,7,5,4,四
10151,22,10,5,4,四
6076,15,6,1,0,零
7140,21,1,2,1,一
8054,13,4,3,2,二
14449,49,9,9,8,八
12217,28,7,7,6,六
3506,54,6,13,13,千
3897,9,7,13,13,千
1648,67,8,11,10,十
13925,92,5,8,7,七
4440,49,1,14,14,万
3377,42,7,13,13,千
395,44,5,10,9,九
6801,81,10,1,0,零
13957,95,7,8,7,七
2205,27,5,12,12,百
13417,46,7,8,7,七
14243,30,3,9,8,八
505,54,5,10,9,九
10437,48,7,5,4,四
12306,36,6,7,6,六
12005,1,5,7,6,六
12678,7,8,7,6,六
6344,4,4,1,0,零
3500,54,1,13,13,千
11638,66,8,6,5,五
11761,78,10,6,5,五
8964,96,4,3,2,二
12335,39,5,7,6,六
947,94,7,10,9,九
12214,28,4,7,6,六
11048,12,8,6,5,五
1929,92,9,11,10,十
8459,5,9,3,2,二
13425,47,5,8,7,七
11439,48,9,6,5,五
2674,7,4,12,12,百
10165,23,5,5,4,四
12605,63,5,7,6,六
7697,71,7,2,1,一
1773,79,3,11,10,十
6870,88,1,1,0,零
11241,30,10,6,5,五
11137,20,7,6,5,五
9935,93,5,4,3,三
7206,27,6,2,1,一
9829,83,9,4,3,三
5854,86,4,15,15,亿
12980,98,1,7,6,六
1211,28,10,11,10,十
9444,49,4,4,3,三
7155,22,5,2,1,一
1010,10,1,11,10,十
1627,65,7,11,10,十
2461,50,10,12,12,百
12049,12,9,7,6,六
3072,15,2,13,13,千
2302,36,2,12,12,百
11197,26,7,6,5,五
10867,87,7,5,4,四
3967,96,7,13,13,千
1260,32,1,11,10,十
10540,58,1,5,4,四
1885,89,5,11,10,十
128,2,8,10,9,九
14708,72,8,9,8,八
3938,93,8,13,13,千
1054,13,4,11,10,十
12922,92,2,7,6,六
110,19,1,10,9,九
9449,49,9,4,3,三
7758,77,8,2,1,一
8061,14,10,3,2,二
7930,93,1,2,1,一
11025,100,5,6,5,五
9733,75,3,4,3,三
7478,51,8,2,1,一
10220,29,1,5,4,四
2699,71,9,12,12,百
7627,65,7,2,1,一
1400,45,1,11,10,十
6949,94,9,1,0,零
10627,65,7,5,4,四
13351,40,10,8,7,七
2970,97,1,12,12,百
3703,72,3,13,13,千
1301,36,10,11,10,十
3334,39,4,13,13,千
9877,88,7,4,3,三
13674,7,4,8,7,七
11651,68,10,6,5,五
7320,38,1,2,1,一
4124,2,4,14,14,万
9208,27,8,4,3,三
1263,32,3,11,10,十
4893,9,3,14,14,万
10698,71,8,5,4,四
3575,60,5,13,13,千
7355,40,5,2,1,一
7156,22,6,2,1,一
2109,18,9,12,12,百
11836,84,6,6,5,五
14692,71,2,9,8,八
1394,44,4,11,10,十
12654,68,4,7,6,六
9222,29,2,4,3,三
14467,50,7,9,8,八
6231,3,10,1,0,零
6345,4,5,1,0,零
10049,12,9,5,4,四
14194,26,4,9,8,八
7713,73,3,2,1,一
13896,9,6,8,7,七
1512,55,2,11,10,十
4450,5,1,14,14,万
7162,23,2,2,1,一
13437,48,7,8,7,七
9735,75,5,4,3,三
11993,99,3,6,5,五
876,88,6,10,9,九
6588,61,8,1,0,零
2597,62,7,12,12,百
2297,35,7,12,12,百
14480,52,1,9,8,八
4081,16,10,14,14,万
7124,2,4,2,1,一
884,89,4,10,9,九
7299,35,9,2,1,一
490,53,1,10,9,九
1401,45,10,11,10,十
14363,41,3,9,8,八
339,39,9,10,9,九
5238,3,8,15,15,亿
822,83,2,10,9,九
492,53,2,10,9,九
8857,86,7,3,2,二
6471,51,10,1,0,零
8149,21,9,3,2,二
3642,67,2,13,13,千
8519,55,9,3,2,二
13960,96,1,8,7,七
139,20,9,10,9,九
12978,97,8,7,6,六
2622,65,2,12,12,百
5898,9,8,15,15,亿
11858,86,8,6,5,五
8442,49,2,3,2,二
12630,66,1,7,6,六
5345,4,5,15,15,亿
11013,10,3,6,5,五
3720,74,1,13,13,千
11738,75,8,6,5,五
4020,100,1,14,14,万
10582,61,2,5,4,四
4888,89,8,14,14,万
12199,26,9,7,6,六
1000,1,1,11,10,十
7981,98,10,2,1,一
2628,65,8,12,12,百
2837,84,7,12,12,百
14895,9,5,9,8,八
3360,41,1,13,13,千
14554,59,4,9,8,八
2583,61,3,12,12,百
5012,10,2,15,15,亿
11991,99,10,6,5,五
7526,56,6,2,1,一
43,12,3,10,9,九
14887,89,7,9,8,八
447,49,7,10,9,九
10320,38,1,5,4,四
270,33,1,10,9,九
4366,41,6,14,14,万
14489,52,9,9,8,八
511,55,10,10,9,九
6467,50,7,1,0,零
9515,55,5,4,3,三
4989,98,9,14,14,万
11063,14,3,6,5,五
12983,98,3,7,6,六
4363,41,3,14,14,万
14026,100,6,9,8,八
4329,38,9,14,14,万
9478,51,8,4,3,三
4093,17,3,14,14,万
14848,85,8,9,8,八
6160,23,1,1,0,零
2845,85,5,12,12,百
4383,43,3,14,14,万
3139,20,9,13,13,千
4829,83,9,14,14,万
2950,95,1,12,12,百
512,55,2,10,9,九
7934,93,4,2,1,一
810,82,1,10,9,九
14389,43,9,9,8,八
13382,43,2,8,7,七
6081,16,10,1,0,零
9871,88,10,4,3,三
815,82,5,10,9,九
3309,36,9,13,13,千
11817,82,7,6,5,五
14809,81,9,9,8,八
9338,39,8,4,3,三
279,33,9,10,9,九
5940,94,1,15,15,亿
13030,11,1,8,7,七
7421,47,10,2,1,一
7831,84,10,2,1,一
10490,53,1,5,4,四
10595,62,5,5,4,四
4971,97,10,14,14,万
3881,89,10,13,13,千
3901,90,10,13,13,千
12001,1,10,7,6,六
7189,25,9,2,1,一
13539,57,9,8,7,七
3454,5,4,13,13,千
8086,16,6,3,2,二
12019,10,9,7,6,六
6175,24,5,1,0,零
12454,5,4,7,6,六
2912,91,2,12,12,百
4835,84,5,14,14,万
1243,30,3,11,10,十
6793,80,3,1,0,零
11466,50,6,6,5,五
4158,22,8,14,14,万
14003,1,3,9,8,八
8363,41,3,3,2,二
8319,37,9,3,2,二
6684,70,4,1,0,零
12485,52,5,7,6,六
12078,15,8,7,6,六
5674,7,4,15,15,亿
13779,79,9,8,7,七
14445,49,5,9,8,八
12058,13,8,7,6,六
8501,54,10,3,2,二
1827,83,7,11,10,十
13262,32,2,8,7,七
13905,90,5,8,7,七
1981,98,10,11,10,十
4914,91,4,14,14,万
14315,37,5,9,8,八
1779,79,9,11,10,十
6992,99,2,1,0,零
111,19,10,10,9,九
9731,75,10,4,3,三
13558,59,8,8,7,七
1758,77,8,11,10,十
7255,31,5,2,1,一
7111,19,10,2,1,一
13203,27,3,8,7,七
9730,75,1,4,3,三
970,97,1,10,9,九
14336,39,6,9,8,八
8476,51,6,3,2,二
1188,25,8,11,10,十
7160,23,1,2,1,一
10050,13,1,5,4,四
14770,79,1,9,8,八
2441,49,10,12,12,百
4173,24,3,14,14,万
7708,72,8,2,1,一
3504,54,4,13,13,千
8454,5,4,3,2,二
8390,44,1,3,2,二
10480,52,1,5,4,四
8913,91,3,3,2,二
10412,46,2,5,4,四
12115,19,5,7,6,六
3876,88,6,13,13,千
830,84,1,10,9,九
3962,96,2,13,13,千
14583,61,3,9,8,八
12074,15,4,7,6,六
10210,28,1,5,4,四
12660,69,1,7,6,六
13962,96,2,8,7,七
8623,65,3,3,2,二
14229,29,9,9,8,八
5339,39,9,15,15,亿
11276,33,6,6,5,五
3258,31,8,13,13,千
9809,81,9,4,3,三
4352,40,2,14,14,万
7659,68,9,2,1,一
106,18,6,10,9,九
14634,66,4,9,8,八
6229,29,9,1,0,零
1226,29,6,11,10,十
8004,1,4,3,2,二
9231,3,10,4,3,三
2522,56,2,12,12,百
7339,39,9,2,1,一
11382,43,2,6,5,五
2413,46,3,12,12,百
7548,58,8,2,1,一
3574,60,4,13,13,千
513,55,3,10,9,九
1725,74,5,11,10,十
12384,43,4,7,6,六
13667,69,7,8,7,七
5774,79,4,15,15,亿
10014,10,4,5,4,四
13211,28,10,8,7,七
4729,74,9,14,14,万
2677,7,7,12,12,百
3704,72,4,13,13,千
1178,24,8,11,10,十
1964,96,4,11,10,十
1339,39,9,11,10,十
10163,23,3,5,4,四
301,36,10,10,9,九
6489,52,9,1,0,零
14878,88,8,9,8,八
5945,94,5,15,15,亿
5913,91,3,15,15,亿
12055,13,5,7,6,六
10834,84,4,5,4,四
6089,16,9,1,0,零
310,37,1,10,9,九
10975,97,5,5,4,四
6331,39,10,1,0,零
9514,55,4,4,3,三
11900,90,1,6,5,五
3734,75,4,13,13,千
8947,94,7,3,2,二
14304,36,4,9,8,八
14865,87,5,9,8,八
2392,44,2,12,12,百
1588,61,8,11,10,十
6438,48,8,1,0,零
5192,26,2,15,15,亿
5000,1,1,15,15,亿
4738,75,8,14,14,万
14306,36,6,9,8,八
3644,67,4,13,13,千
14014,10,4,9,8,八
9483,52,3,4,3,三
14205,27,5,9,8,八
2430,48,1,12,12,百
3216,28,6,13,13,千
4689,70,9,14,14,万
9107,18,7,4,3,三
4356,40,6,14,14,万
3878,88,8,13,13,千
7949,94,9,2,1,一
2320,38,1,12,12,百
14204,27,4,9,8,八
4090,17,1,14,14,万
14921,92,10,9,8,八
6644,67,4,1,0,零
14332,39,2,9,8,八
1966,96,6,11,10,十
75,15,5,10,9,九
14748,76,8,9,8,八
9593,62,3,4,3,三
14728,74,8,9,8,八
12998,99,8,7,6,六
10608,63,8,5,4,四
13393,44,3,8,7,七
2801,81,10,12,12,百
3532,57,2,13,13,千
5666,69,6,15,15,亿
11403,45,3,6,5,五
4682,70,2,14,14,万
5936,93,6,15,15,亿
4042,12,2,14,14,万
14398,44,8,9,8,八
6097,17,7,1,0,零
4044,12,4,14,14,万
3249,30,9,13,13,千
13559,59,9,8,7,七
6564,6,4,1,0,零
10600,63,1,5,4,四
3211,28,10,13,13,千
2668,69,8,12,12,百
8715,73,5,3,2,二
986,98,6,10,9,九
10274,33,4,5,4,四
14129,2,9,9,8,八
4280,34,1,14,14,万
10616,64,6,5,4,四
101,18,10,10,9,九
1486,52,6,11,10,十
594,62,4,10,9,九
14316,37,6,9,8,八
5042,12,2,15,15,亿
1901,90,10,11,10,十
1258,31,8,11,10,十
5779,79,9,15,15,亿
8871,88,10,3,2,二
10350,40,1,5,4,四
5551,59,10,15,15,亿
12794,80,4,7,6,六
5549,58,9,15,15,亿
4620,65,1,14,14,万
1205,27,5,11,10,十
5749,76,9,15,15,亿
10301,36,10,5,4,四
1175,24,5,11,10,十
2257,31,7,12,12,百
12323,38,3,7,6,六
14581,61,10,9,8,八
14188,25,8,9,8,八
2504,54,4,12,12,百
948,94,8,10,9,九
6663,69,3,1,0,零
6538,57,8,1,0,零
12435,48,5,7,6,六
2968,96,8,12,12,百
14974,97,4,9,8,八
12236,3,6,7,6,六
2073,15,3,12,12,百
14691,71,10,9,8,八
833,84,3,10,9,九
13525,56,5,8,7,七
5241,30,10,15,15,亿
6337,39,7,1,0,零
9504,54,4,4,3,三
6286,34,6,1,0,零
7615,64,5,2,1,一
8181,25,10,3,2,二
8504,54,4,3,2,二
3339,39,9,13,13,千
13538,57,8,8,7,七
7391,44,10,2,1,一
10602,63,2,5,4,四
4593,62,3,14,14,万
5288,34,8,15,15,亿
13462,50,2,8,7,七
7461,50,10,2,1,一
1565,6,5,11,10,十
5465,50,5,15,15,亿
12351,40,10,7,6,六
3218,28,8,13,13,千
6110,19,1,1,0,零
3409,45,9,13,13,千
4248,30,8,14,14,万
13982,98,2,8,7,七
1909,90,9,11,10,十
9803,81,3,4,3,三
1381,43,10,11,10,十
5735,75,5,15,15,亿
6186,25,6,1,0,零
8599,62,9,3,2,二
6149,21,9,1,0,零
4151,22,10,14,14,万
5070,15,1,15,15,亿
1677,7,7,11,10,十
13802,81,2,8,7,七
5400,45,1,15,15,亿
14121,2,10,9,8,八
9527,56,7,4,3,三
6385,43,5,1,0,零
6770,79,1,1,0,零
8035,11,5,3,2,二
255,31,5,10,9,九
7752,77,2,2,1,一
3794,80,4,13,13,千
11111,19,10,6,5,五
6243,30,3,1,0,零
11133,20,3,6,5,五
11659,68,9,6,5,五
9993,99,3,4,3,三
8989,98,9,3,2,二
7998,99,8,2,1,一
5011,10,10,15,15,亿
9433,48,3,4,3,三
662,69,2,10,9,九
12073,15,3,7,6,六
12111,19,10,7,6,六
8527,56,7,3,2,二
8743,76,3,3,2,二
3333,39,3,13,13,千
13705,72,5,8,7,七
7533,57,3,2,1,一
3911,91,10,13,13,千
1716,73,6,11,10,十
14699,71,9,9,8,八
11791,80,10,6,5,五
4814,82,4,14,14,万
12091,17,10,7,6,六
9441,49,10,4,3,三
2792,80,2,12,12,百
12428,47,8,7,6,六
1880,89,1,11,10,十
1097,17,7,11,10,十
11110,19,1,6,5,五
9639,66,9,4,3,三
12871,88,10,7,6,六
1841,85,10,11,10,十
91,17,10,10,9,九
5026,100,6,15,15,亿
907,90,7,10,9,九
2156,22,6,12,12,百
9820,83,1,4,3,三
8294,35,4,3,2,二
10058,13,8,5,4,四
1193,26,3,11,10,十
10076,15,6,5,4,四
4926,92,6,14,14,万
1416,46,6,11,10,十
2326,38,6,12,12,百
10336,39,6,5,4,四
2233,3,3,12,12,百
2704,72,4,12,12,百
208,27,8,10,9,九
5289,34,9,15,15,亿
6781,8,10,1,0,零
4820,83,1,14,14,万
14259,31,9,9,8,八
1007,1,7,11,10,十
8211,28,10,3,2,二
11390,44,1,6,5,五
1316,37,6,11,10,十
8246,30,6,3,2,二
3577,60,7,13,13,千
5955,95,5,15,15,亿
2295,35,5,12,12,百
5184,25,4,15,15,亿
12683,70,3,7,6,六
1873,88,3,11,10,十
12403,45,3,7,6,六
2313,37,3,12,12,百
1537,57,7,11,10,十
8021,100,10,3,2,二
8347,4,7,3,2,二
3185,25,5,13,13,千
8942,94,2,3,2,二
89,16,9,10,9,九
5222,29,2,15,15,亿
2130,20,1,12,12,百
2170,24,1,12,12,百
2199,26,9,12,12,百
8676,7,6,3,2,二
10229,29,9,5,4,四
7075,15,5,2,1,一
10854,86,4,5,4,四
9542,58,2,4,3,三
2482,52,2,12,12,百
1365,41,5,11,10,十
1345,4,5,11,10,十
13857,86,7,8,7,七
12519,55,9,7,6,六
2737,75,7,12,12,百
1146,21,6,11,10,十
7213,28,3,2,1,一
8385,43,5,3,2,二
13324,38,4,8,7,七
12326,38,6,7,6,六
11943,94,3,6,5,五
8832,84,2,3,2,二
14660,69,1,9,8,八
13548,58,8,8,7,七
10890,9,1,5,4,四
9268,32,8,4,3,三
3869,87,9,13,13,千
12271,33,10,7,6,六
7769,78,9,2,1,一
9576,60,6,4,3,三
12072,15,2,7,6,六
12627,65,7,7,6,六
10555,59,5,5,4,四
8092,17,2,3,2,二
4983,98,3,14,14,万
14726,74,6,9,8,八
293,35,3,10,9,九
6462,50,2,1,0,零
1676,7,6,11,10,十
2765,78,5,12,12,百
5209,27,9,15,15,亿
13051,13,10,8,7,七
7726,74,6,2,1,一
10430,48,1,5,4,四
5074,15,4,15,15,亿
13513,55,3,8,7,七
13133,20,3,8,7,七
184,25,4,10,9,九
3423,47,3,13,13,千
1664,69,4,11,10,十
9853,86,3,4,3,三
7833,84,3,2,1,一
1154,22,4,11,10,十
3767,78,7,13,13,千
1492,53,2,11,10,十
13099,17,9,8,7,七
7278,33,8,2,1,一
2582,61,2,12,12,百
7387,43,7,2,1,一
12767,78,7,7,6,六
1227,29,7,11,10,十
7338,39,8,2,1,一
9166,23,6,4,3,三
7197,26,7,2,1,一
5391,44,10,15,15,亿
4822,83,2,14,14,万
3588,61,8,13,13,千
5517,55,7,15,15,亿
14084,16,4,9,8,八
3406,45,6,13,13,千
7579,60,9,2,1,一
11505,54,5,6,5,五
12174,24,4,7,6,六
14721,74,10,9,8,八
5043,12,3,15,15,亿
5104,18,4,15,15,亿
14569,6,9,9,8,八
1228,29,8,11,10,十
1968,96,8,11,10,十
434,48,4,10,9,九
13527,56,7,8,7,七
6363,41,3,1,0,零
6527,56,7,1,0,零
13374,42,4,8,7,七
2136,20,6,12,12,百
10305,36,5,5,4,四
3792,80,2,13,13,千
6957,95,7,1,0,零
14877,88,7,9,8,八
8007,1,7,3,2,二
11106,18,6,6,5,五
6767,78,7,1,0,零
2316,37,6,12,12,百
5778,79,8,15,15,亿
12849,85,9,7,6,六
10291,35,10,5,4,四
8397,44,7,3,2,二
1682,70,2,11,10,十
8579,60,9,3,2,二
5612,64,2,15,15,亿
14884,89,4,9,8,八
11044,12,4,6,5,五
10587,61,7,5,4,四
2656,68,6,12,12,百
11385,43,5,6,5,五
4754,77,4,14,14,万
5715,73,5,15,15,亿
3695,71,5,13,13,千
10483,52,3,5,4,四
8281,34,10,3,2,二
8836,84,6,3,2,二
13048,12,8,8,7,七
5146,21,6,15,15,亿
10417,46,7,5,4,四
9015,10,5,4,3,三
7687,70,7,2,1,一
5330,39,1,15,15,亿
3165,23,5,13,13,千
13042,12,2,8,7,七
5616,64,6,15,15,亿
14060,14,1,9,8,八
707,72,7,10,9,九
4239,3,9,14,14,万
8977,97,7,3,2,二
10242,30,2,5,4,四
10872,88,2,5,4,四
2469,50,9,12,12,百
5960,96,1,15,15,亿
10348,4,8,5,4,四
11054,13,4,6,5,五
178,24,8,10,9,九
4267,32,7,14,14,万
8604,63,4,3,2,二
10552,59,2,5,4,四
8608,63,8,3,2,二
11607,63,7,6,5,五
13287,34,7,8,7,七
5390,44,1,15,15,亿
14558,59,8,9,8,八
3248,30,8,13,13,千
12652,68,2,7,6,六
11593,62,3,6,5,五
10590,62,1,5,4,四
740,76,1,10,9,九
73,15,3,10,9,九
337,39,7,10,9,九
10400,45,1,5,4,四
2360,41,1,12,12,百
10180,25,1,5,4,四
13632,66,2,8,7,七
7000,1,1,2,1,一
14012,10,2,9,8,八
9684,70,4,4,3,三
2202,27,2,12,12,百
3963,96,3,13,13,千
5312,37,2,15,15,亿
11012,10,2,6,5,五
13941,94,10,8,7,七
7641,67,10,2,1,一
6195,26,5,1,0,零
14718,73,8,9,8,八
2978,97,8,12,12,百
11351,40,10,6,5,五
13453,5,3,8,7,七
10548,58,8,5,4,四
3049,12,9,13,13,千
8823,83,3,3,2,二
10383,43,3,5,4,四
1896,9,6,11,10,十
13849,85,9,8,7,七
1080,16,1,11,10,十
4728,74,8,14,14,万
10227,29,7,5,4,四
9358,40,8,4,3,三
5947,94,7,15,15,亿
14345,4,5,9,8,八
11195,26,5,6,5,五
11819,82,9,6,5,五
9994,99,4,4,3,三
6325,38,5,1,0,零
3670,7,1,13,13,千
4274,33,4,14,14,万
4594,62,4,14,14,万
12215,28,5,7,6,六
12772,79,2,7,6,六
12316,37,6,7,6,六
2246,30,6,12,12,百
11805,81,5,6,5,五
81,16,10,10,9,九
12469,50,9,7,6,六
14802,81,2,9,8,八
877,88,7,10,9,九
5262,32,2,15,15,亿
5785,8,5,15,15,亿
1340,4,1,11,10,十
14932,93,2,9,8,八
3387,43,7,13,13,千
4496,53,6,14,14,万
759,77,9,10,9,九
10410,46,1,5,4,四
1356,40,6,11,10,十
11913,91,3,6,5,五
7782,8,2,2,1,一
3094,17,4,13,13,千
9790,80,1,4,3,三
5088,16,8,15,15,亿
2093,17,3,12,12,百
7441,49,10,2,1,一
10707,72,7,5,4,四
3178,24,8,13,13,千
13993,99,3,8,7,七
5370,42,1,15,15,亿
13189,25,9,8,7,七
9658,68,8,4,3,三
7640,67,1,2,1,一
319,37,9,10,9,九
12472,51,2,7,6,六
848,85,8,10,9,九
14534,57,4,9,8,八
2785,8,5,12,12,百
1443,49,3,11,10,十
13564,6,4,8,7,七
2028,100,8,12,12,百
4935,93,5,14,14,万
3983,98,3,13,13,千
4471,51,10,14,14,万
10984,98,4,5,4,四
12827,83,7,7,6,六
5250,31,1,15,15,亿
8993,99,3,3,2,二
6341,4,10,1,0,零
5999,99,9,15,15,亿
11662,69,2,6,5,五
12498,53,8,7,6,六
14319,37,9,9,8,八
2512,55,2,12,12,百
4161,23,10,14,14,万
13151,22,10,8,7,七
374,42,4,10,9,九
13591,62,10,8,7,七
14906,90,6,9,8,八
3527,56,7,13,13,千
13963,96,3,8,7,七
9218,28,8,4,3,三
6424,47,4,1,0,零
12629,65,9,7,6,六
13163,23,3,8,7,七
1506,54,6,11,10,十
3168,23,8,13,13,千
13822,83,2,8,7,七
372,42,2,10,9,九
6720,74,1,1,0,零
7083,16,3,2,1,一
4985,98,5,14,14,万
14100,18,1,9,8,八
12400,45,1,7,6,六
4432,48,2,14,14,万
13932,93,2,8,7,七
1325,38,5,11,10,十
6498,53,8,1,0,零
3859,86,9,13,13,千
1579,60,9,11,10,十
4192,26,2,14,14,万
13491,53,10,8,7,七
3250,31,1,13,13,千
14404,45,4,9,8,八
2637,66,7,12,12,百
14453,5,3,9,8,八
11929,92,9,6,5,五
4295,35,5,14,14,万
129,2,9,10,9,九
10753,77,3,5,4,四
10311,37,10,5,4,四
1635,66,5,11,10,十
8153,22,3,3,2,二
5219,28,9,15,15,亿
14156,22,6,9,8,八
7651,68,10,2,1,一
7073,15,3,2,1,一
370,42,1,10,9,九
5884,89,4,15,15,亿
10696,71,6,5,4,四
2116,19,6,12,12,百
13815,82,5,8,7,七
1820,83,1,11,10,十
13282,34,2,8,7,七
881,89,10,10,9,九
13025,100,5,8,7,七
4327,38,7,14,14,万
8569,6,9,3,2,二
5509,54,9,15,15,亿
11102,18,2,6,5,五
10199,26,9,5,4,四
432,48,2,10,9,九
11853,86,3,6,5,五
13995,99,5,8,7,七
7138,20,8,2,1,一
6445,49,5,1,0,零
11675,7,5,6,5,五
1591,62,10,11,10,十
5239,3,9,15,15,亿
4268,32,8,14,14,万
3727,74,7,13,13,千
3863,87,3,13,13,千
1876,88,6,11,10,十
2654,68,4,12,12,百
7392,44,2,2,1,一
9006,1,6,4,3,三
10448,49,8,5,4,四
12264,32,4,7,6,六
6362,41,2,1,0,零
13236,3,6,8,7,七
4112,19,2,14,14,万
10212,28,2,5,4,四
4212,28,2,14,14,万
367,41,7,10,9,九
7463,50,3,2,1,一
3436,48,6,13,13,千
12448,49,8,7,6,六
14751,77,10,9,8,八
13500,54,1,8,7,七
7623,65,3,2,1,一
10130,20,1,5,4,四
6117,19,7,1,0,零
5944,94,4,15,15,亿
6119,19,9,1,0,零
2893,9,3,12,12,百
13506,54,6,8,7,七
14020,100,1,9,8,八
239,3,9,10,9,九
7128,2,8,2,1,一
14163,23,3,9,8,八
542,58,2,10,9,九
6947,94,7,1,0,零
10917,91,7,5,4,四
10646,67,6,5,4,四
1459,5,9,11,10,十
12059,13,9,7,6,六
1903,90,3,11,10,十
4648,67,8,14,14,万
362,41,2,10,9,九
12837,84,7,7,6,六
7114,19,4,2,1,一
7210,28,1,2,1,一
2086,16,6,12,12,百
2988,98,8,12,12,百
12369,41,9,7,6,六
6932,93,2,1,0,零
9922,92,2,4,3,三
13945,94,5,8,7,七
4451,5,10,14,14,万
14074,15,4,9,8,八
3607,63,7,13,13,千
3984,98,4,13,13,千
3347,4,7,13,13,千
2083,16,3,12,12,百
11037,11,7,6,5,五
6786,8,6,1,0,零
2514,55,4,12,12,百
12842,85,2,7,6,六
3004,1,4,13,13,千
12981,98,10,7,6,六
1181,25,10,11,10,十
14547,58,7,9,8,八
3599,62,9,13,13,千
4745,76,5,14,14,万
9926,92,6,4,3,三
9525,56,5,4,3,三
12708,72,8,7,6,六
6703,72,3,1,0,零
1229,29,9,11,10,十
13377,42,7,8,7,七
2780,8,1,12,12,百
10938,93,8,5,4,四
14424,47,4,9,8,八
9726,74,6,4,3,三
14022,100,2,9,8,八
3946,94,6,13,13,千
3492,53,2,13,13,千
10497,53,7,5,4,四
960,96,1,10,9,九
3313,37,3,13,13,千
1164,23,4,11,10,十
12659,68,9,7,6,六
1306,36,6,11,10,十
2993,99,3,12,12,百
5709,72,9,15,15,亿
1575,60,5,11,10,十
3742,76,2,13,13,千
5580,61,1,15,15,亿
3834,84,4,13,13,千
10740,76,1,5,4,四
10387,43,7,5,4,四
1858,86,8,11,10,十
4354,40,4,14,14,万
12027,100,7,7,6,六
769,78,9,10,9,九
10253,31,3,5,4,四
3940,94,1,13,13,千
6592,62,2,1,0,零
11536,57,6,6,5,五
4210,28,1,14,14,万
5912,91,2,15,15,亿
9786,8,6,4,3,三
957,95,7,10,9,九
11165,23,5,6,5,五
10481,52,10,5,4,四
13903,90,3,8,7,七
7498,53,8,2,1,一
3818,82,8,13,13,千
12967,96,7,7,6,六
6421,47,10,1,0,零
8248,30,8,3,2,二
3300,36,1,13,13,千
1435,48,5,11,10,十
3958,95,8,13,13,千
4531,57,10,14,14,万
1057,13,7,11,10,十
12443,49,3,7,6,六
10013,10,3,5,4,四
6979,97,9,1,0,零
7505,54,5,2,1,一
13304,36,4,8,7,七
60,14,1,10,9,九
6173,24,3,1,0,零
4878,88,8,14,14,万
35,11,5,10,9,九
12716,73,6,7,6,六
11686,70,6,6,5,五
7315,37,5,2,1,一
5746,76,6,15,15,亿
7454,5,4,2,1,一
5156,22,6,15,15,亿
12646,67,6,7,6,六
13411,46,10,8,7,七
